"region","sector","occuptional  (SSYK 2012)","sex","2015","2016","2017","2018"
"SE32 Central Norrland","2 primary municipalities","213 Biologists, pharmacologists and specialists in agriculture and forestry","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","213 Biologists, pharmacologists and specialists in agriculture and forestry","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","214 Engineering professionals","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","214 Engineering professionals","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","216 Architects and surveyors","men",60,60,60,40
"SE32 Central Norrland","2 primary municipalities","216 Architects and surveyors","women",60,50,60,40
"SE32 Central Norrland","2 primary municipalities","217 Designers","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","217 Designers","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","218 Specialists within environmental and health protection","men",60,60,60,60
"SE32 Central Norrland","2 primary municipalities","218 Specialists within environmental and health protection","women",100,100,100,110
"SE32 Central Norrland","2 primary municipalities","221 Medical doctors","men",10,0,0,0
"SE32 Central Norrland","2 primary municipalities","221 Medical doctors","women",10,10,10,10
"SE32 Central Norrland","2 primary municipalities","222 Nursing professionals","men",50,50,60,60
"SE32 Central Norrland","2 primary municipalities","222 Nursing professionals","women",670,650,660,660
"SE32 Central Norrland","2 primary municipalities","223 Nursing professionals (cont.)","men",10,0,0,0
"SE32 Central Norrland","2 primary municipalities","223 Nursing professionals (cont.)","women",140,150,160,160
"SE32 Central Norrland","2 primary municipalities","224 Psychologists and psychotherapists","men",10,10,10,10
"SE32 Central Norrland","2 primary municipalities","224 Psychologists and psychotherapists","women",30,30,30,30
"SE32 Central Norrland","2 primary municipalities","225 Veterinarians","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","225 Veterinarians","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","226 Dentists","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","226 Dentists","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","227 Naprapaths, physiotherapists, occupational therapists","men",20,30,30,30
"SE32 Central Norrland","2 primary municipalities","227 Naprapaths, physiotherapists, occupational therapists","women",190,210,220,230
"SE32 Central Norrland","2 primary municipalities","228 Specialists in health care not elsewhere classified","men",0,0,..,..
"SE32 Central Norrland","2 primary municipalities","228 Specialists in health care not elsewhere classified","women",10,10,10,10
"SE32 Central Norrland","2 primary municipalities","231 University and higher education teachers","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","231 University and higher education teachers","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","232 Vocational education teachers","men",210,220,230,270
"SE32 Central Norrland","2 primary municipalities","232 Vocational education teachers","women",120,130,130,130
"SE32 Central Norrland","2 primary municipalities","233 Secondary education teachers","men",360,350,370,370
"SE32 Central Norrland","2 primary municipalities","233 Secondary education teachers","women",490,540,510,520
"SE32 Central Norrland","2 primary municipalities","234 Primary- and pre-school teachers ","men",1100,1200,1200,1200
"SE32 Central Norrland","2 primary municipalities","234 Primary- and pre-school teachers ","women",5600,5800,5800,5700
"SE32 Central Norrland","2 primary municipalities","235 Teaching professionals not elsewhere classified","men",360,410,400,370
"SE32 Central Norrland","2 primary municipalities","235 Teaching professionals not elsewhere classified","women",860,900,940,910
"SE32 Central Norrland","2 primary municipalities","241 Accountants, financial analysts and fund managers","men",50,50,50,60
"SE32 Central Norrland","2 primary municipalities","241 Accountants, financial analysts and fund managers","women",100,110,110,110
"SE32 Central Norrland","2 primary municipalities","242 Organisation analysts, policy administrators and human resource specialists","men",250,260,280,290
"SE32 Central Norrland","2 primary municipalities","242 Organisation analysts, policy administrators and human resource specialists","women",660,730,790,800
"SE32 Central Norrland","2 primary municipalities","243 Marketing and public relations professionals","men",20,30,20,20
"SE32 Central Norrland","2 primary municipalities","243 Marketing and public relations professionals","women",60,60,70,70
"SE32 Central Norrland","2 primary municipalities","251 ICT architects, systems analysts and test managers","men",30,40,50,70
"SE32 Central Norrland","2 primary municipalities","251 ICT architects, systems analysts and test managers","women",40,30,40,40
"SE32 Central Norrland","2 primary municipalities","261 Legal professionals","men",0,0,0,..
"SE32 Central Norrland","2 primary municipalities","261 Legal professionals","women",10,10,10,10
"SE32 Central Norrland","2 primary municipalities","262 Museum curators and librarians and related professionals","men",40,40,40,40
"SE32 Central Norrland","2 primary municipalities","262 Museum curators and librarians and related professionals","women",120,140,140,160
"SE32 Central Norrland","2 primary municipalities","264 Authors, journalists and linguists","men",0,0,..,0
"SE32 Central Norrland","2 primary municipalities","264 Authors, journalists and linguists","women",0,0,..,0
"SE32 Central Norrland","2 primary municipalities","265 Creative and performing artists","men",0,0,..,0
"SE32 Central Norrland","2 primary municipalities","265 Creative and performing artists","women",0,0,..,..
"SE32 Central Norrland","2 primary municipalities","266 Social work and counselling professionals","men",140,160,170,230
"SE32 Central Norrland","2 primary municipalities","266 Social work and counselling professionals","women",880,940,1000,1200
"SE32 Central Norrland","2 primary municipalities","267 Religious professionals and deacons","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","267 Religious professionals and deacons","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","311 Physical and engineering science technicians","men",130,120,140,180
"SE32 Central Norrland","2 primary municipalities","311 Physical and engineering science technicians","women",70,60,70,100
"SE32 Central Norrland","2 primary municipalities","312 Construction and manufacturing supervisors","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","312 Construction and manufacturing supervisors","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","315 Ship and aircraft controllers and technicians","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","315 Ship and aircraft controllers and technicians","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","321 Medical and pharmaceutical technicians","men",0,0,0,..
"SE32 Central Norrland","2 primary municipalities","321 Medical and pharmaceutical technicians","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","323 Complementary medicine therapists and associate professionals","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","323 Complementary medicine therapists and associate professionals","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","324 Veterinary assistants","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","324 Veterinary assistants","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","325 Dental hygienists","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","325 Dental hygienists","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","331 Financial and accounting associate professionals","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","331 Financial and accounting associate professionals","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","332 Insurance advisers, sales and purchasing agents","men",10,10,20,20
"SE32 Central Norrland","2 primary municipalities","332 Insurance advisers, sales and purchasing agents","women",20,20,20,20
"SE32 Central Norrland","2 primary municipalities","333 Business services agents","men",100,180,130,0
"SE32 Central Norrland","2 primary municipalities","333 Business services agents","women",160,220,180,0
"SE32 Central Norrland","2 primary municipalities","334 Administrative and specialized secretaries","men",0,0,0,20
"SE32 Central Norrland","2 primary municipalities","334 Administrative and specialized secretaries","women",0,0,0,110
"SE32 Central Norrland","2 primary municipalities","335 Tax and related government associate professionals","men",70,70,70,70
"SE32 Central Norrland","2 primary municipalities","335 Tax and related government associate professionals","women",90,110,110,40
"SE32 Central Norrland","2 primary municipalities","336 Police officers ","men",0,0,0,0
