"sector","occuptional  (SSYK 2012)","sex","level of education","2014","2015","2016","2017","2018"
"0 all sectors","761 Butchers, bakers and food processors","men","upper secondary education 3 years (ISCED97 3A)",..,1500,1200,1500,..
"0 all sectors","761 Butchers, bakers and food processors","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,390,..
"0 all sectors","761 Butchers, bakers and food processors","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","761 Butchers, bakers and food processors","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","761 Butchers, bakers and food processors","men","no information about level of educational attainment",..,120,140,..,..
"0 all sectors","761 Butchers, bakers and food processors","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","761 Butchers, bakers and food processors","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","761 Butchers, bakers and food processors","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","761 Butchers, bakers and food processors","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","761 Butchers, bakers and food processors","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","761 Butchers, bakers and food processors","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","761 Butchers, bakers and food processors","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","761 Butchers, bakers and food processors","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","811 Mining and mineral processing plant operators","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","811 Mining and mineral processing plant operators","men","primary and secondary education 9-10 years (ISCED97 2)",930,830,990,..,830
"0 all sectors","811 Mining and mineral processing plant operators","men","upper secondary education, 2 years or less (ISCED97 3C)",2200,1900,2800,2400,..
"0 all sectors","811 Mining and mineral processing plant operators","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","811 Mining and mineral processing plant operators","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,350
"0 all sectors","811 Mining and mineral processing plant operators","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","811 Mining and mineral processing plant operators","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","811 Mining and mineral processing plant operators","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","811 Mining and mineral processing plant operators","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","811 Mining and mineral processing plant operators","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","811 Mining and mineral processing plant operators","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","811 Mining and mineral processing plant operators","women","upper secondary education 3 years (ISCED97 3A)",180,190,200,200,270
"0 all sectors","811 Mining and mineral processing plant operators","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","811 Mining and mineral processing plant operators","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","811 Mining and mineral processing plant operators","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","811 Mining and mineral processing plant operators","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","812 Metal processing and finishing plant operators","men","primary and secondary education less than 9 years (ISCED97 1)",360,..,..,..,..
"0 all sectors","812 Metal processing and finishing plant operators","men","primary and secondary education 9-10 years (ISCED97 2)",2200,1700,1700,1800,2000
"0 all sectors","812 Metal processing and finishing plant operators","men","upper secondary education, 2 years or less (ISCED97 3C)",5800,4900,4700,5000,5800
"0 all sectors","812 Metal processing and finishing plant operators","men","upper secondary education 3 years (ISCED97 3A)",4000,3500,4100,4400,5300
"0 all sectors","812 Metal processing and finishing plant operators","men","post-secondary education, less than 3 years (ISCED97 4+5B)",760,640,580,780,870
"0 all sectors","812 Metal processing and finishing plant operators","men","post-secondary education 3 years or more (ISCED97 5A)",360,310,180,190,..
"0 all sectors","812 Metal processing and finishing plant operators","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","812 Metal processing and finishing plant operators","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","812 Metal processing and finishing plant operators","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","812 Metal processing and finishing plant operators","women","primary and secondary education 9-10 years (ISCED97 2)",310,250,280,280,330
"0 all sectors","812 Metal processing and finishing plant operators","women","upper secondary education, 2 years or less (ISCED97 3C)",590,650,670,660,820
"0 all sectors","812 Metal processing and finishing plant operators","women","upper secondary education 3 years (ISCED97 3A)",580,680,710,880,1100
"0 all sectors","812 Metal processing and finishing plant operators","women","post-secondary education, less than 3 years (ISCED97 4+5B)",150,130,160,220,..
"0 all sectors","812 Metal processing and finishing plant operators","women","post-secondary education 3 years or more (ISCED97 5A)",130,110,..,..,..
"0 all sectors","812 Metal processing and finishing plant operators","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","812 Metal processing and finishing plant operators","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","813 Machine operators, chemical and pharmaceutical products","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","813 Machine operators, chemical and pharmaceutical products","men","primary and secondary education 9-10 years (ISCED97 2)",380,..,390,390,480
"0 all sectors","813 Machine operators, chemical and pharmaceutical products","men","upper secondary education, 2 years or less (ISCED97 3C)",880,850,880,790,880
"0 all sectors","813 Machine operators, chemical and pharmaceutical products","men","upper secondary education 3 years (ISCED97 3A)",960,1100,1100,1100,1200
"0 all sectors","813 Machine operators, chemical and pharmaceutical products","men","post-secondary education, less than 3 years (ISCED97 4+5B)",240,240,280,270,310
"0 all sectors","813 Machine operators, chemical and pharmaceutical products","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,140,160
"0 all sectors","813 Machine operators, chemical and pharmaceutical products","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","813 Machine operators, chemical and pharmaceutical products","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","813 Machine operators, chemical and pharmaceutical products","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","813 Machine operators, chemical and pharmaceutical products","women","primary and secondary education 9-10 years (ISCED97 2)",290,340,300,290,290
"0 all sectors","813 Machine operators, chemical and pharmaceutical products","women","upper secondary education, 2 years or less (ISCED97 3C)",730,740,720,620,620
"0 all sectors","813 Machine operators, chemical and pharmaceutical products","women","upper secondary education 3 years (ISCED97 3A)",660,700,690,660,700
"0 all sectors","813 Machine operators, chemical and pharmaceutical products","women","post-secondary education, less than 3 years (ISCED97 4+5B)",160,210,140,160,160
"0 all sectors","813 Machine operators, chemical and pharmaceutical products","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","813 Machine operators, chemical and pharmaceutical products","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","813 Machine operators, chemical and pharmaceutical products","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","814 Machine operators, rubber, plastic and paper products","men","primary and secondary education less than 9 years (ISCED97 1)",300,260,210,200,230
"0 all sectors","814 Machine operators, rubber, plastic and paper products","men","primary and secondary education 9-10 years (ISCED97 2)",1900,1800,1700,1800,1800
"0 all sectors","814 Machine operators, rubber, plastic and paper products","men","upper secondary education, 2 years or less (ISCED97 3C)",3300,3200,3100,3000,3300
"0 all sectors","814 Machine operators, rubber, plastic and paper products","men","upper secondary education 3 years (ISCED97 3A)",3000,3200,3200,3600,3800
"0 all sectors","814 Machine operators, rubber, plastic and paper products","men","post-secondary education, less than 3 years (ISCED97 4+5B)",590,660,630,600,670
"0 all sectors","814 Machine operators, rubber, plastic and paper products","men","post-secondary education 3 years or more (ISCED97 5A)",250,300,340,330,250
"0 all sectors","814 Machine operators, rubber, plastic and paper products","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","814 Machine operators, rubber, plastic and paper products","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","814 Machine operators, rubber, plastic and paper products","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","814 Machine operators, rubber, plastic and paper products","women","primary and secondary education 9-10 years (ISCED97 2)",610,690,650,580,530
"0 all sectors","814 Machine operators, rubber, plastic and paper products","women","upper secondary education, 2 years or less (ISCED97 3C)",890,1000,890,1000,880
"0 all sectors","814 Machine operators, rubber, plastic and paper products","women","upper secondary education 3 years (ISCED97 3A)",880,1100,1000,1300,1200
"0 all sectors","814 Machine operators, rubber, plastic and paper products","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,190,..,230,260
