"region","occupation (SSYK 2012)","age","sex","2017"
"SE09 Småland and islands","732 Printing trades workers","40-44 years","men",80
"SE09 Småland and islands","732 Printing trades workers","40-44 years","women",38
"SE09 Småland and islands","732 Printing trades workers","45-49 years","men",87
"SE09 Småland and islands","732 Printing trades workers","45-49 years","women",41
"SE09 Småland and islands","732 Printing trades workers","50-54 years","men",107
"SE09 Småland and islands","732 Printing trades workers","50-54 years","women",42
"SE09 Småland and islands","732 Printing trades workers","55-59 years","men",80
"SE09 Småland and islands","732 Printing trades workers","55-59 years","women",24
"SE09 Småland and islands","732 Printing trades workers","60-64 years","men",54
"SE09 Småland and islands","732 Printing trades workers","60-64 years","women",11
"SE09 Småland and islands","741 Electrical equipment installers and repairers","16-24 years","men",617
"SE09 Småland and islands","741 Electrical equipment installers and repairers","16-24 years","women",18
"SE09 Småland and islands","741 Electrical equipment installers and repairers","25-29 years","men",559
"SE09 Småland and islands","741 Electrical equipment installers and repairers","25-29 years","women",15
"SE09 Småland and islands","741 Electrical equipment installers and repairers","30-34 years","men",458
"SE09 Småland and islands","741 Electrical equipment installers and repairers","30-34 years","women",8
"SE09 Småland and islands","741 Electrical equipment installers and repairers","35-39 years","men",361
"SE09 Småland and islands","741 Electrical equipment installers and repairers","35-39 years","women",1
"SE09 Småland and islands","741 Electrical equipment installers and repairers","40-44 years","men",275
"SE09 Småland and islands","741 Electrical equipment installers and repairers","40-44 years","women",9
"SE09 Småland and islands","741 Electrical equipment installers and repairers","45-49 years","men",370
"SE09 Småland and islands","741 Electrical equipment installers and repairers","45-49 years","women",4
"SE09 Småland and islands","741 Electrical equipment installers and repairers","50-54 years","men",277
"SE09 Småland and islands","741 Electrical equipment installers and repairers","50-54 years","women",3
"SE09 Småland and islands","741 Electrical equipment installers and repairers","55-59 years","men",241
"SE09 Småland and islands","741 Electrical equipment installers and repairers","55-59 years","women",3
"SE09 Småland and islands","741 Electrical equipment installers and repairers","60-64 years","men",213
"SE09 Småland and islands","741 Electrical equipment installers and repairers","60-64 years","women",0
"SE09 Småland and islands","742 Electronics and telecommunications installers and repairers","16-24 years","men",84
"SE09 Småland and islands","742 Electronics and telecommunications installers and repairers","16-24 years","women",5
"SE09 Småland and islands","742 Electronics and telecommunications installers and repairers","25-29 years","men",117
"SE09 Småland and islands","742 Electronics and telecommunications installers and repairers","25-29 years","women",2
"SE09 Småland and islands","742 Electronics and telecommunications installers and repairers","30-34 years","men",59
"SE09 Småland and islands","742 Electronics and telecommunications installers and repairers","30-34 years","women",1
"SE09 Småland and islands","742 Electronics and telecommunications installers and repairers","35-39 years","men",47
"SE09 Småland and islands","742 Electronics and telecommunications installers and repairers","35-39 years","women",0
"SE09 Småland and islands","742 Electronics and telecommunications installers and repairers","40-44 years","men",69
"SE09 Småland and islands","742 Electronics and telecommunications installers and repairers","40-44 years","women",1
"SE09 Småland and islands","742 Electronics and telecommunications installers and repairers","45-49 years","men",74
"SE09 Småland and islands","742 Electronics and telecommunications installers and repairers","45-49 years","women",0
"SE09 Småland and islands","742 Electronics and telecommunications installers and repairers","50-54 years","men",74
"SE09 Småland and islands","742 Electronics and telecommunications installers and repairers","50-54 years","women",1
"SE09 Småland and islands","742 Electronics and telecommunications installers and repairers","55-59 years","men",46
"SE09 Småland and islands","742 Electronics and telecommunications installers and repairers","55-59 years","women",1
"SE09 Småland and islands","742 Electronics and telecommunications installers and repairers","60-64 years","men",50
"SE09 Småland and islands","742 Electronics and telecommunications installers and repairers","60-64 years","women",1
"SE09 Småland and islands","752 Wood treaters, cabinet-makers and related trades workers","16-24 years","men",262
"SE09 Småland and islands","752 Wood treaters, cabinet-makers and related trades workers","16-24 years","women",33
"SE09 Småland and islands","752 Wood treaters, cabinet-makers and related trades workers","25-29 years","men",343
"SE09 Småland and islands","752 Wood treaters, cabinet-makers and related trades workers","25-29 years","women",41
"SE09 Småland and islands","752 Wood treaters, cabinet-makers and related trades workers","30-34 years","men",292
"SE09 Småland and islands","752 Wood treaters, cabinet-makers and related trades workers","30-34 years","women",32
"SE09 Småland and islands","752 Wood treaters, cabinet-makers and related trades workers","35-39 years","men",264
"SE09 Småland and islands","752 Wood treaters, cabinet-makers and related trades workers","35-39 years","women",34
"SE09 Småland and islands","752 Wood treaters, cabinet-makers and related trades workers","40-44 years","men",281
"SE09 Småland and islands","752 Wood treaters, cabinet-makers and related trades workers","40-44 years","women",37
"SE09 Småland and islands","752 Wood treaters, cabinet-makers and related trades workers","45-49 years","men",314
"SE09 Småland and islands","752 Wood treaters, cabinet-makers and related trades workers","45-49 years","women",66
"SE09 Småland and islands","752 Wood treaters, cabinet-makers and related trades workers","50-54 years","men",383
"SE09 Småland and islands","752 Wood treaters, cabinet-makers and related trades workers","50-54 years","women",57
"SE09 Småland and islands","752 Wood treaters, cabinet-makers and related trades workers","55-59 years","men",309
"SE09 Småland and islands","752 Wood treaters, cabinet-makers and related trades workers","55-59 years","women",47
"SE09 Småland and islands","752 Wood treaters, cabinet-makers and related trades workers","60-64 years","men",270
"SE09 Småland and islands","752 Wood treaters, cabinet-makers and related trades workers","60-64 years","women",36
"SE09 Småland and islands","753 Tailors, upholsterers and leather craftsmen","16-24 years","men",7
"SE09 Småland and islands","753 Tailors, upholsterers and leather craftsmen","16-24 years","women",9
"SE09 Småland and islands","753 Tailors, upholsterers and leather craftsmen","25-29 years","men",18
"SE09 Småland and islands","753 Tailors, upholsterers and leather craftsmen","25-29 years","women",18
"SE09 Småland and islands","753 Tailors, upholsterers and leather craftsmen","30-34 years","men",24
"SE09 Småland and islands","753 Tailors, upholsterers and leather craftsmen","30-34 years","women",16
"SE09 Småland and islands","753 Tailors, upholsterers and leather craftsmen","35-39 years","men",22
"SE09 Småland and islands","753 Tailors, upholsterers and leather craftsmen","35-39 years","women",29
"SE09 Småland and islands","753 Tailors, upholsterers and leather craftsmen","40-44 years","men",29
"SE09 Småland and islands","753 Tailors, upholsterers and leather craftsmen","40-44 years","women",38
"SE09 Småland and islands","753 Tailors, upholsterers and leather craftsmen","45-49 years","men",24
"SE09 Småland and islands","753 Tailors, upholsterers and leather craftsmen","45-49 years","women",44
"SE09 Småland and islands","753 Tailors, upholsterers and leather craftsmen","50-54 years","men",19
"SE09 Småland and islands","753 Tailors, upholsterers and leather craftsmen","50-54 years","women",51
"SE09 Småland and islands","753 Tailors, upholsterers and leather craftsmen","55-59 years","men",25
"SE09 Småland and islands","753 Tailors, upholsterers and leather craftsmen","55-59 years","women",30
"SE09 Småland and islands","753 Tailors, upholsterers and leather craftsmen","60-64 years","men",14
"SE09 Småland and islands","753 Tailors, upholsterers and leather craftsmen","60-64 years","women",43
"SE09 Småland and islands","761 Butchers, bakers and food processors","16-24 years","men",93
"SE09 Småland and islands","761 Butchers, bakers and food processors","16-24 years","women",55
"SE09 Småland and islands","761 Butchers, bakers and food processors","25-29 years","men",94
"SE09 Småland and islands","761 Butchers, bakers and food processors","25-29 years","women",61
