"sector","occuptional  (SSYK 2012)","sex","level of education","2014","2015","2016","2017","2018"
"4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","women","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","753 Tailors, upholsterers and leather craftsmen","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","753 Tailors, upholsterers and leather craftsmen","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"4-5 private sector","753 Tailors, upholsterers and leather craftsmen","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"4-5 private sector","753 Tailors, upholsterers and leather craftsmen","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"4-5 private sector","753 Tailors, upholsterers and leather craftsmen","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"4-5 private sector","753 Tailors, upholsterers and leather craftsmen","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"4-5 private sector","753 Tailors, upholsterers and leather craftsmen","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","753 Tailors, upholsterers and leather craftsmen","men","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","753 Tailors, upholsterers and leather craftsmen","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","753 Tailors, upholsterers and leather craftsmen","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"4-5 private sector","753 Tailors, upholsterers and leather craftsmen","women","upper secondary education, 2 years or less (ISCED97 3C)",23100,24400,24800,25200,27100
"4-5 private sector","753 Tailors, upholsterers and leather craftsmen","women","upper secondary education 3 years (ISCED97 3A)",23800,27400,26000,27100,27600
"4-5 private sector","753 Tailors, upholsterers and leather craftsmen","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,27600,26900,26900,26900
"4-5 private sector","753 Tailors, upholsterers and leather craftsmen","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"4-5 private sector","753 Tailors, upholsterers and leather craftsmen","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","753 Tailors, upholsterers and leather craftsmen","women","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","761 Butchers, bakers and food processors","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","761 Butchers, bakers and food processors","men","primary and secondary education 9-10 years (ISCED97 2)",27500,26800,27400,27700,29300
"4-5 private sector","761 Butchers, bakers and food processors","men","upper secondary education, 2 years or less (ISCED97 3C)",28200,28000,28100,28600,29600
"4-5 private sector","761 Butchers, bakers and food processors","men","upper secondary education 3 years (ISCED97 3A)",26100,25900,26600,27500,27900
"4-5 private sector","761 Butchers, bakers and food processors","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,27000,26300,26300,26200
"4-5 private sector","761 Butchers, bakers and food processors","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"4-5 private sector","761 Butchers, bakers and food processors","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","761 Butchers, bakers and food processors","men","no information about level of educational attainment",..,30200,29600,28700,28600
"4-5 private sector","761 Butchers, bakers and food processors","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","761 Butchers, bakers and food processors","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"4-5 private sector","761 Butchers, bakers and food processors","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"4-5 private sector","761 Butchers, bakers and food processors","women","upper secondary education 3 years (ISCED97 3A)",26000,24700,26700,25900,26300
"4-5 private sector","761 Butchers, bakers and food processors","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"4-5 private sector","761 Butchers, bakers and food processors","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"4-5 private sector","761 Butchers, bakers and food processors","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","761 Butchers, bakers and food processors","women","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","811 Mining and mineral processing plant operators","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","811 Mining and mineral processing plant operators","men","primary and secondary education 9-10 years (ISCED97 2)",30300,30800,32100,30300,33500
"4-5 private sector","811 Mining and mineral processing plant operators","men","upper secondary education, 2 years or less (ISCED97 3C)",33300,32500,35000,33300,34800
"4-5 private sector","811 Mining and mineral processing plant operators","men","upper secondary education 3 years (ISCED97 3A)",31100,31200,32900,33100,32600
"4-5 private sector","811 Mining and mineral processing plant operators","men","post-secondary education, less than 3 years (ISCED97 4+5B)",30500,31700,32100,33400,36200
"4-5 private sector","811 Mining and mineral processing plant operators","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"4-5 private sector","811 Mining and mineral processing plant operators","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","811 Mining and mineral processing plant operators","men","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","811 Mining and mineral processing plant operators","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","811 Mining and mineral processing plant operators","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"4-5 private sector","811 Mining and mineral processing plant operators","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"4-5 private sector","811 Mining and mineral processing plant operators","women","upper secondary education 3 years (ISCED97 3A)",33700,34500,35600,37300,36300
"4-5 private sector","811 Mining and mineral processing plant operators","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"4-5 private sector","811 Mining and mineral processing plant operators","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"4-5 private sector","811 Mining and mineral processing plant operators","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","811 Mining and mineral processing plant operators","women","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","812 Metal processing and finishing plant operators","men","primary and secondary education less than 9 years (ISCED97 1)",30400,29800,..,..,..
"4-5 private sector","812 Metal processing and finishing plant operators","men","primary and secondary education 9-10 years (ISCED97 2)",29400,29400,30100,30500,31700
"4-5 private sector","812 Metal processing and finishing plant operators","men","upper secondary education, 2 years or less (ISCED97 3C)",29900,29800,30900,31800,32500
"4-5 private sector","812 Metal processing and finishing plant operators","men","upper secondary education 3 years (ISCED97 3A)",30200,29500,30200,31200,32100
"4-5 private sector","812 Metal processing and finishing plant operators","men","post-secondary education, less than 3 years (ISCED97 4+5B)",32400,32400,30900,30800,32300
"4-5 private sector","812 Metal processing and finishing plant operators","men","post-secondary education 3 years or more (ISCED97 5A)",36600,37400,29700,31700,30800
"4-5 private sector","812 Metal processing and finishing plant operators","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","812 Metal processing and finishing plant operators","men","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","812 Metal processing and finishing plant operators","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","812 Metal processing and finishing plant operators","women","primary and secondary education 9-10 years (ISCED97 2)",29700,30000,30400,31200,32200
"4-5 private sector","812 Metal processing and finishing plant operators","women","upper secondary education, 2 years or less (ISCED97 3C)",29900,28900,30500,31200,32800
"4-5 private sector","812 Metal processing and finishing plant operators","women","upper secondary education 3 years (ISCED97 3A)",29700,28900,30100,30800,32300
"4-5 private sector","812 Metal processing and finishing plant operators","women","post-secondary education, less than 3 years (ISCED97 4+5B)",30300,31700,31000,30600,30400
"4-5 private sector","812 Metal processing and finishing plant operators","women","post-secondary education 3 years or more (ISCED97 5A)",36100,37300,..,..,..
"4-5 private sector","812 Metal processing and finishing plant operators","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","812 Metal processing and finishing plant operators","women","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","813 Machine operators, chemical and pharmaceutical products","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
