"sector","occuptional  (SSYK 2012)","sex","age","2014","2015","2016","2017","2018"
"4-5 private sector","832 Car, van and motorcycle drivers","women","25-34 years",..,..,..,..,..
"4-5 private sector","832 Car, van and motorcycle drivers","women","35-44 years",..,..,..,..,..
"4-5 private sector","832 Car, van and motorcycle drivers","women","45-54 years",..,..,..,..,..
"4-5 private sector","832 Car, van and motorcycle drivers","women","55-64 years",..,..,..,..,..
"4-5 private sector","832 Car, van and motorcycle drivers","women","65-66 years",..,..,..,..,..
"4-5 private sector","833 Heavy truck and bus drivers","men","18-24 years",25600,25600,27300,27800,28000
"4-5 private sector","833 Heavy truck and bus drivers","men","25-34 years",26500,26900,27400,27800,28400
"4-5 private sector","833 Heavy truck and bus drivers","men","35-44 years",27000,27500,27500,28100,28300
"4-5 private sector","833 Heavy truck and bus drivers","men","45-54 years",26500,27100,27700,28400,28800
"4-5 private sector","833 Heavy truck and bus drivers","men","55-64 years",26400,27100,27400,28000,28300
"4-5 private sector","833 Heavy truck and bus drivers","men","65-66 years",..,..,..,..,..
"4-5 private sector","833 Heavy truck and bus drivers","women","18-24 years",25700,25600,25700,27500,28500
"4-5 private sector","833 Heavy truck and bus drivers","women","25-34 years",25200,26600,26900,28300,29400
"4-5 private sector","833 Heavy truck and bus drivers","women","35-44 years",25900,27200,26500,27000,27300
"4-5 private sector","833 Heavy truck and bus drivers","women","45-54 years",26100,27900,28100,27100,27500
"4-5 private sector","833 Heavy truck and bus drivers","women","55-64 years",26500,27700,27600,27500,28300
"4-5 private sector","833 Heavy truck and bus drivers","women","65-66 years",..,..,..,..,..
"4-5 private sector","834 Mobile plant operators","men","18-24 years",25100,26900,26500,27900,29700
"4-5 private sector","834 Mobile plant operators","men","25-34 years",27800,28100,28700,29400,30500
"4-5 private sector","834 Mobile plant operators","men","35-44 years",28300,29700,30100,30900,32200
"4-5 private sector","834 Mobile plant operators","men","45-54 years",29400,30200,30700,31800,32000
"4-5 private sector","834 Mobile plant operators","men","55-64 years",28900,29000,30300,31100,32100
"4-5 private sector","834 Mobile plant operators","men","65-66 years",..,..,..,..,..
"4-5 private sector","834 Mobile plant operators","women","18-24 years",26500,26300,28800,29400,27500
"4-5 private sector","834 Mobile plant operators","women","25-34 years",29900,29600,27800,29900,30900
"4-5 private sector","834 Mobile plant operators","women","35-44 years",27900,31300,29700,31700,31600
"4-5 private sector","834 Mobile plant operators","women","45-54 years",27200,31400,30000,30900,32100
"4-5 private sector","834 Mobile plant operators","women","55-64 years",27900,29100,29400,30700,30900
"4-5 private sector","834 Mobile plant operators","women","65-66 years",..,..,..,..,..
"4-5 private sector","835 Ships deck crews and related workers","men","18-24 years",..,..,..,..,..
"4-5 private sector","835 Ships deck crews and related workers","men","25-34 years",..,..,..,..,..
"4-5 private sector","835 Ships deck crews and related workers","men","35-44 years",..,..,..,..,..
"4-5 private sector","835 Ships deck crews and related workers","men","45-54 years",..,..,..,..,..
"4-5 private sector","835 Ships deck crews and related workers","men","55-64 years",..,..,..,..,..
"4-5 private sector","835 Ships deck crews and related workers","men","65-66 years",..,..,..,..,..
"4-5 private sector","835 Ships deck crews and related workers","women","18-24 years",..,..,..,..,..
"4-5 private sector","835 Ships deck crews and related workers","women","25-34 years",..,..,..,..,..
"4-5 private sector","835 Ships deck crews and related workers","women","35-44 years",..,..,..,..,..
"4-5 private sector","835 Ships deck crews and related workers","women","45-54 years",..,..,..,..,..
"4-5 private sector","835 Ships deck crews and related workers","women","55-64 years",..,..,..,..,..
"4-5 private sector","835 Ships deck crews and related workers","women","65-66 years",..,..,..,..,..
"4-5 private sector","911 Cleaners and helpers","men","18-24 years",21800,22800,22900,22800,23900
"4-5 private sector","911 Cleaners and helpers","men","25-34 years",22700,23200,23400,24100,24300
"4-5 private sector","911 Cleaners and helpers","men","35-44 years",22400,23100,23700,24400,24800
"4-5 private sector","911 Cleaners and helpers","men","45-54 years",22900,23500,24300,23800,24400
"4-5 private sector","911 Cleaners and helpers","men","55-64 years",23000,23400,24300,24100,24700
"4-5 private sector","911 Cleaners and helpers","men","65-66 years",..,..,..,..,..
"4-5 private sector","911 Cleaners and helpers","women","18-24 years",20400,21200,21000,20900,21300
"4-5 private sector","911 Cleaners and helpers","women","25-34 years",21200,21700,22200,22200,22600
"4-5 private sector","911 Cleaners and helpers","women","35-44 years",21200,21800,22500,22300,23100
"4-5 private sector","911 Cleaners and helpers","women","45-54 years",22100,22500,23300,22800,23400
"4-5 private sector","911 Cleaners and helpers","women","55-64 years",22300,22800,23100,23600,24600
"4-5 private sector","911 Cleaners and helpers","women","65-66 years",..,..,..,..,..
"4-5 private sector","912 Washers, window cleaners and other cleaning workers","men","18-24 years",19900,20500,21400,23600,25200
"4-5 private sector","912 Washers, window cleaners and other cleaning workers","men","25-34 years",22900,23700,25800,24400,23000
"4-5 private sector","912 Washers, window cleaners and other cleaning workers","men","35-44 years",23900,25300,27200,24600,23100
"4-5 private sector","912 Washers, window cleaners and other cleaning workers","men","45-54 years",24300,22900,24600,25900,28200
"4-5 private sector","912 Washers, window cleaners and other cleaning workers","men","55-64 years",23300,23100,24500,27000,26100
"4-5 private sector","912 Washers, window cleaners and other cleaning workers","men","65-66 years",..,..,..,..,..
"4-5 private sector","912 Washers, window cleaners and other cleaning workers","women","18-24 years",..,..,25500,26900,27200
"4-5 private sector","912 Washers, window cleaners and other cleaning workers","women","25-34 years",..,..,27500,25800,28600
"4-5 private sector","912 Washers, window cleaners and other cleaning workers","women","35-44 years",..,..,..,..,..
"4-5 private sector","912 Washers, window cleaners and other cleaning workers","women","45-54 years",..,..,29300,..,30100
"4-5 private sector","912 Washers, window cleaners and other cleaning workers","women","55-64 years",..,..,..,..,..
"4-5 private sector","912 Washers, window cleaners and other cleaning workers","women","65-66 years",..,..,..,..,..
"4-5 private sector","921 Berry pickers and planters","men","18-24 years",..,21000,19800,..,..
"4-5 private sector","921 Berry pickers and planters","men","25-34 years",20800,22500,21300,23600,23900
"4-5 private sector","921 Berry pickers and planters","men","35-44 years",..,..,..,..,..
"4-5 private sector","921 Berry pickers and planters","men","45-54 years",..,..,..,..,..
"4-5 private sector","921 Berry pickers and planters","men","55-64 years",..,..,..,..,..
"4-5 private sector","921 Berry pickers and planters","men","65-66 years",..,..,..,..,..
"4-5 private sector","921 Berry pickers and planters","women","18-24 years",..,..,..,..,..
"4-5 private sector","921 Berry pickers and planters","women","25-34 years",..,..,..,..,..
"4-5 private sector","921 Berry pickers and planters","women","35-44 years",..,..,..,..,..
"4-5 private sector","921 Berry pickers and planters","women","45-54 years",..,..,..,..,..
"4-5 private sector","921 Berry pickers and planters","women","55-64 years",..,..,..,..,..
"4-5 private sector","921 Berry pickers and planters","women","65-66 years",..,..,..,..,..
"4-5 private sector","931 Construction labourers","men","18-24 years",..,21500,24200,26200,26500
"4-5 private sector","931 Construction labourers","men","25-34 years",26400,26400,27300,29500,27400
"4-5 private sector","931 Construction labourers","men","35-44 years",27800,26400,28800,29400,29600
"4-5 private sector","931 Construction labourers","men","45-54 years",28200,29000,30200,29600,27100
"4-5 private sector","931 Construction labourers","men","55-64 years",28700,29200,29700,31400,30600
"4-5 private sector","931 Construction labourers","men","65-66 years",..,..,..,..,..
"4-5 private sector","931 Construction labourers","women","18-24 years",..,..,..,..,..
"4-5 private sector","931 Construction labourers","women","25-34 years",..,..,..,..,..
"4-5 private sector","931 Construction labourers","women","35-44 years",..,..,..,..,..
"4-5 private sector","931 Construction labourers","women","45-54 years",..,..,..,..,..
"4-5 private sector","931 Construction labourers","women","55-64 years",..,..,..,..,..
"4-5 private sector","931 Construction labourers","women","65-66 years",..,..,..,..,..
"4-5 private sector","932 Manufacturing labourers","men","18-24 years",21800,23800,23600,25700,25700
"4-5 private sector","932 Manufacturing labourers","men","25-34 years",24800,26200,25700,27200,26400
"4-5 private sector","932 Manufacturing labourers","men","35-44 years",25500,26000,25800,27500,27900
"4-5 private sector","932 Manufacturing labourers","men","45-54 years",25700,26200,27000,25200,26000
"4-5 private sector","932 Manufacturing labourers","men","55-64 years",26000,25400,26100,27500,28200
"4-5 private sector","932 Manufacturing labourers","men","65-66 years",..,..,..,..,..
"4-5 private sector","932 Manufacturing labourers","women","18-24 years",22000,22600,23200,25500,26100
"4-5 private sector","932 Manufacturing labourers","women","25-34 years",23000,23400,23600,25700,25700
"4-5 private sector","932 Manufacturing labourers","women","35-44 years",23600,23800,24300,25400,26300
"4-5 private sector","932 Manufacturing labourers","women","45-54 years",23500,24100,25000,25600,26100
"4-5 private sector","932 Manufacturing labourers","women","55-64 years",24100,24500,25700,26500,26600
"4-5 private sector","932 Manufacturing labourers","women","65-66 years",..,..,..,..,..
"4-5 private sector","933 Dockers and ground personnel","men","18-24 years",24000,26000,28700,26600,27000
"4-5 private sector","933 Dockers and ground personnel","men","25-34 years",26900,29600,28900,30000,29600
"4-5 private sector","933 Dockers and ground personnel","men","35-44 years",29500,29900,31300,29300,28700
