"occupational group (SSYK)","age","sex","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"912 Helpers and cleaners","25-29 years","women",..,..,16400,..,..,..,..,..,18200,..,20200,21100,22000,..
"912 Helpers and cleaners","30-34 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"912 Helpers and cleaners","30-34 years","women",14800,15600,15300,..,17100,17500,..,..,18800,20300,19900,21300,..,21400
"912 Helpers and cleaners","35-39 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"912 Helpers and cleaners","35-39 years","women",16200,16200,16600,19300,19000,19800,18700,18000,19900,21300,20000,22400,21000,21500
"912 Helpers and cleaners","40-44 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"912 Helpers and cleaners","40-44 years","women",18500,18600,16700,16600,18200,17800,20200,19500,21300,21000,21600,21100,21900,23600
"912 Helpers and cleaners","45-49 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"912 Helpers and cleaners","45-49 years","women",14500,16500,16300,17100,17600,18800,19900,19800,20000,20800,21700,22400,21700,23500
"912 Helpers and cleaners","50-54 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"912 Helpers and cleaners","50-54 years","women",15600,20000,16000,16600,17000,18400,19000,20700,20000,21600,21300,22600,19900,..
"912 Helpers and cleaners","55-59 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"912 Helpers and cleaners","55-59 years","women",15400,16200,16900,19000,17300,18000,19500,19500,20000,20600,22200,21300,23200,23300
"912 Helpers and cleaners","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"912 Helpers and cleaners","60-64 years","women",15100,15500,16200,17600,17400,18000,20400,20300,19600,20600,20400,24800,22000,..
"913 Helpers in restaurants","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"913 Helpers in restaurants","18-24 years","women",..,..,..,..,..,..,16000,16400,18200,..,..,..,..,20600
"913 Helpers in restaurants","25-29 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"913 Helpers in restaurants","25-29 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"913 Helpers in restaurants","30-34 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"913 Helpers in restaurants","30-34 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"913 Helpers in restaurants","35-39 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"913 Helpers in restaurants","35-39 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"913 Helpers in restaurants","40-44 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"913 Helpers in restaurants","40-44 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"913 Helpers in restaurants","45-49 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"913 Helpers in restaurants","45-49 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"913 Helpers in restaurants","50-54 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"913 Helpers in restaurants","50-54 years","women",..,..,16200,17500,..,..,..,..,..,..,..,..,..,..
"913 Helpers in restaurants","55-59 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"913 Helpers in restaurants","55-59 years","women",..,..,16600,17700,..,..,..,..,..,..,..,..,..,..
"913 Helpers in restaurants","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"913 Helpers in restaurants","60-64 years","women",..,..,16300,17000,..,..,..,..,..,..,..,..,..,..
"914 Doorkeepers, newspaper and package deliverers and related workers","18-24 years","men",..,..,..,..,16400,..,..,18300,18300,18700,19300,..,21100,21400
"914 Doorkeepers, newspaper and package deliverers and related workers","18-24 years","women",..,..,..,..,..,..,..,..,..,..,19400,..,..,..
"914 Doorkeepers, newspaper and package deliverers and related workers","25-29 years","men",..,..,..,..,18600,19600,..,..,..,..,..,..,..,..
"914 Doorkeepers, newspaper and package deliverers and related workers","25-29 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"914 Doorkeepers, newspaper and package deliverers and related workers","30-34 years","men",..,..,..,..,19500,20800,..,..,..,..,..,..,..,..
"914 Doorkeepers, newspaper and package deliverers and related workers","30-34 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"914 Doorkeepers, newspaper and package deliverers and related workers","35-39 years","men",..,..,..,..,20500,21300,21900,22000,23600,24200,..,..,..,..
"914 Doorkeepers, newspaper and package deliverers and related workers","35-39 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"914 Doorkeepers, newspaper and package deliverers and related workers","40-44 years","men",..,..,18800,..,20500,20800,22200,22100,21900,22800,23700,..,..,..
"914 Doorkeepers, newspaper and package deliverers and related workers","40-44 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"914 Doorkeepers, newspaper and package deliverers and related workers","45-49 years","men",..,..,18700,18800,20500,21200,21700,22500,22800,23100,23000,24100,..,..
"914 Doorkeepers, newspaper and package deliverers and related workers","45-49 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"914 Doorkeepers, newspaper and package deliverers and related workers","50-54 years","men",16200,17200,19400,19800,20800,21800,22600,21800,21800,23400,23700,24400,24500,25600
"914 Doorkeepers, newspaper and package deliverers and related workers","50-54 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"914 Doorkeepers, newspaper and package deliverers and related workers","55-59 years","men",17800,18600,19800,19600,20900,22000,22200,22400,23200,23400,23400,24300,25100,26200
"914 Doorkeepers, newspaper and package deliverers and related workers","55-59 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"914 Doorkeepers, newspaper and package deliverers and related workers","60-64 years","men",..,..,..,..,19900,20700,21400,21900,21400,22600,23500,23200,24400,27000
"914 Doorkeepers, newspaper and package deliverers and related workers","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"915 Garbage collectors and related labourers","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"915 Garbage collectors and related labourers","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"915 Garbage collectors and related labourers","25-29 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"915 Garbage collectors and related labourers","25-29 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"915 Garbage collectors and related labourers","30-34 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"915 Garbage collectors and related labourers","30-34 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"915 Garbage collectors and related labourers","35-39 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"915 Garbage collectors and related labourers","35-39 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"915 Garbage collectors and related labourers","40-44 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"915 Garbage collectors and related labourers","40-44 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"915 Garbage collectors and related labourers","45-49 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"915 Garbage collectors and related labourers","45-49 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"915 Garbage collectors and related labourers","50-54 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"915 Garbage collectors and related labourers","50-54 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"915 Garbage collectors and related labourers","55-59 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"915 Garbage collectors and related labourers","55-59 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"915 Garbage collectors and related labourers","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"915 Garbage collectors and related labourers","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"919 Other sales and services elementary occupations","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"919 Other sales and services elementary occupations","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,20800,..,..
"919 Other sales and services elementary occupations","25-29 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"919 Other sales and services elementary occupations","25-29 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"919 Other sales and services elementary occupations","30-34 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"919 Other sales and services elementary occupations","30-34 years","women",..,16500,17900,..,..,..,..,..,..,..,..,..,..,..
"919 Other sales and services elementary occupations","35-39 years","men",..,16400,18000,19300,..,..,..,..,..,..,..,..,..,..
"919 Other sales and services elementary occupations","35-39 years","women",..,17000,17800,18400,..,..,..,..,..,..,..,..,..,..
"919 Other sales and services elementary occupations","40-44 years","men",..,17100,17800,18200,..,..,..,..,..,..,..,..,..,..
"919 Other sales and services elementary occupations","40-44 years","women",..,17000,17900,18300,..,..,..,..,..,..,..,..,..,..
"919 Other sales and services elementary occupations","45-49 years","men",..,17100,20300,18300,..,..,..,..,..,..,..,..,..,..
"919 Other sales and services elementary occupations","45-49 years","women",..,16900,17600,18100,..,..,..,..,..,..,..,..,..,..
"919 Other sales and services elementary occupations","50-54 years","men",..,16900,17700,18000,..,..,..,..,..,..,..,..,..,..
"919 Other sales and services elementary occupations","50-54 years","women",..,17200,17600,18500,..,..,..,..,..,..,..,..,..,..
"919 Other sales and services elementary occupations","55-59 years","men",..,16900,18000,18100,..,..,..,..,..,..,..,..,..,..
"919 Other sales and services elementary occupations","55-59 years","women",..,16900,17300,17800,..,..,..,..,..,..,..,..,..,..
"919 Other sales and services elementary occupations","60-64 years","men",..,..,17500,17800,..,..,..,..,..,..,..,..,..,..
"919 Other sales and services elementary occupations","60-64 years","women",..,17100,17500,18200,..,..,..,..,..,..,..,..,..,..
"931 Mining and construction labourers","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"931 Mining and construction labourers","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"931 Mining and construction labourers","25-29 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"931 Mining and construction labourers","25-29 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"931 Mining and construction labourers","30-34 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"931 Mining and construction labourers","30-34 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"931 Mining and construction labourers","35-39 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"931 Mining and construction labourers","35-39 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"931 Mining and construction labourers","40-44 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"931 Mining and construction labourers","40-44 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"931 Mining and construction labourers","45-49 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"931 Mining and construction labourers","45-49 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"931 Mining and construction labourers","50-54 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"931 Mining and construction labourers","50-54 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"931 Mining and construction labourers","55-59 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"931 Mining and construction labourers","55-59 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"931 Mining and construction labourers","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"931 Mining and construction labourers","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"932 Manufacturing labourers","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"932 Manufacturing labourers","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"932 Manufacturing labourers","25-29 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"932 Manufacturing labourers","25-29 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"932 Manufacturing labourers","30-34 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"932 Manufacturing labourers","30-34 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"932 Manufacturing labourers","35-39 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"932 Manufacturing labourers","35-39 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"932 Manufacturing labourers","40-44 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"932 Manufacturing labourers","40-44 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"932 Manufacturing labourers","45-49 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"932 Manufacturing labourers","45-49 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"932 Manufacturing labourers","50-54 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"932 Manufacturing labourers","50-54 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"932 Manufacturing labourers","55-59 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"932 Manufacturing labourers","55-59 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"932 Manufacturing labourers","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"932 Manufacturing labourers","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"933 Transport labourers and freight handlers","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,20700,..,..
"933 Transport labourers and freight handlers","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"933 Transport labourers and freight handlers","25-29 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"933 Transport labourers and freight handlers","25-29 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"933 Transport labourers and freight handlers","30-34 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"933 Transport labourers and freight handlers","30-34 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"933 Transport labourers and freight handlers","35-39 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"933 Transport labourers and freight handlers","35-39 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"933 Transport labourers and freight handlers","40-44 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"933 Transport labourers and freight handlers","40-44 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"933 Transport labourers and freight handlers","45-49 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"933 Transport labourers and freight handlers","45-49 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"933 Transport labourers and freight handlers","50-54 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"933 Transport labourers and freight handlers","50-54 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"933 Transport labourers and freight handlers","55-59 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"933 Transport labourers and freight handlers","55-59 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"933 Transport labourers and freight handlers","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"933 Transport labourers and freight handlers","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0001 Other professions","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
