"occuptional  (SSYK 2012)","age","sex","2014","2015","2016","2017","2018"
"834 Mobile plant operators","35-39 years","women",..,..,..,..,..
"834 Mobile plant operators","40-44 years","men",..,..,..,..,..
"834 Mobile plant operators","40-44 years","women",..,..,..,..,..
"834 Mobile plant operators","45-49 years","men",..,..,..,..,..
"834 Mobile plant operators","45-49 years","women",..,..,..,..,..
"834 Mobile plant operators","50-54 years","men",..,..,..,..,..
"834 Mobile plant operators","50-54 years","women",..,..,..,..,..
"834 Mobile plant operators","55-59 years","men",..,..,..,..,..
"834 Mobile plant operators","55-59 years","women",..,..,..,..,..
"834 Mobile plant operators","60-64 years","men",..,..,..,..,..
"834 Mobile plant operators","60-64 years","women",..,..,..,..,..
"834 Mobile plant operators","65-66 years","men",..,..,..,..,..
"834 Mobile plant operators","65-66 years","women",..,..,..,..,..
"835 Ships deck crews and related workers","18-24 years","men",..,..,..,..,..
"835 Ships deck crews and related workers","18-24 years","women",..,..,..,..,..
"835 Ships deck crews and related workers","25-29 years","men",..,..,..,..,..
"835 Ships deck crews and related workers","25-29 years","women",..,..,..,..,..
"835 Ships deck crews and related workers","30-34 years","men",..,..,..,..,..
"835 Ships deck crews and related workers","30-34 years","women",..,..,..,..,..
"835 Ships deck crews and related workers","35-39 years","men",..,..,..,..,..
"835 Ships deck crews and related workers","35-39 years","women",..,..,..,..,..
"835 Ships deck crews and related workers","40-44 years","men",..,..,..,..,..
"835 Ships deck crews and related workers","40-44 years","women",..,..,..,..,..
"835 Ships deck crews and related workers","45-49 years","men",..,..,..,..,..
"835 Ships deck crews and related workers","45-49 years","women",..,..,..,..,..
"835 Ships deck crews and related workers","50-54 years","men",..,..,..,..,..
"835 Ships deck crews and related workers","50-54 years","women",..,..,..,..,..
"835 Ships deck crews and related workers","55-59 years","men",..,..,..,..,..
"835 Ships deck crews and related workers","55-59 years","women",..,..,..,..,..
"835 Ships deck crews and related workers","60-64 years","men",..,..,..,..,..
"835 Ships deck crews and related workers","60-64 years","women",..,..,..,..,..
"835 Ships deck crews and related workers","65-66 years","men",..,..,..,..,..
"835 Ships deck crews and related workers","65-66 years","women",..,..,..,..,..
"911 Cleaners and helpers","18-24 years","men",..,..,..,..,..
"911 Cleaners and helpers","18-24 years","women",..,..,..,..,..
"911 Cleaners and helpers","25-29 years","men",..,..,..,..,..
"911 Cleaners and helpers","25-29 years","women",..,..,..,..,..
"911 Cleaners and helpers","30-34 years","men",..,..,..,..,..
"911 Cleaners and helpers","30-34 years","women",..,..,..,..,..
"911 Cleaners and helpers","35-39 years","men",..,..,..,..,..
"911 Cleaners and helpers","35-39 years","women",..,..,..,..,..
"911 Cleaners and helpers","40-44 years","men",..,..,..,..,..
"911 Cleaners and helpers","40-44 years","women",..,..,..,..,..
"911 Cleaners and helpers","45-49 years","men",..,..,..,..,..
"911 Cleaners and helpers","45-49 years","women",..,..,..,..,..
"911 Cleaners and helpers","50-54 years","men",..,..,..,..,..
"911 Cleaners and helpers","50-54 years","women",..,..,..,..,..
"911 Cleaners and helpers","55-59 years","men",..,..,..,..,..
"911 Cleaners and helpers","55-59 years","women",..,..,..,..,..
"911 Cleaners and helpers","60-64 years","men",..,..,..,..,..
"911 Cleaners and helpers","60-64 years","women",..,..,..,..,..
"911 Cleaners and helpers","65-66 years","men",..,..,..,..,..
"911 Cleaners and helpers","65-66 years","women",..,..,..,..,..
"912 Washers, window cleaners and other cleaning workers","18-24 years","men",..,..,..,..,..
"912 Washers, window cleaners and other cleaning workers","18-24 years","women",..,..,..,..,..
"912 Washers, window cleaners and other cleaning workers","25-29 years","men",..,..,..,..,..
"912 Washers, window cleaners and other cleaning workers","25-29 years","women",..,..,..,..,..
"912 Washers, window cleaners and other cleaning workers","30-34 years","men",..,..,..,..,..
"912 Washers, window cleaners and other cleaning workers","30-34 years","women",..,..,..,..,..
"912 Washers, window cleaners and other cleaning workers","35-39 years","men",..,..,..,..,..
"912 Washers, window cleaners and other cleaning workers","35-39 years","women",..,..,..,..,..
"912 Washers, window cleaners and other cleaning workers","40-44 years","men",..,..,..,..,..
"912 Washers, window cleaners and other cleaning workers","40-44 years","women",..,..,..,..,..
"912 Washers, window cleaners and other cleaning workers","45-49 years","men",..,..,..,..,..
"912 Washers, window cleaners and other cleaning workers","45-49 years","women",..,..,..,..,..
"912 Washers, window cleaners and other cleaning workers","50-54 years","men",..,..,..,..,..
"912 Washers, window cleaners and other cleaning workers","50-54 years","women",..,..,..,..,..
"912 Washers, window cleaners and other cleaning workers","55-59 years","men",..,..,..,..,..
"912 Washers, window cleaners and other cleaning workers","55-59 years","women",..,..,..,..,..
"912 Washers, window cleaners and other cleaning workers","60-64 years","men",..,..,..,..,..
"912 Washers, window cleaners and other cleaning workers","60-64 years","women",..,..,..,..,..
"912 Washers, window cleaners and other cleaning workers","65-66 years","men",..,..,..,..,..
"912 Washers, window cleaners and other cleaning workers","65-66 years","women",..,..,..,..,..
"921 Berry pickers and planters","18-24 years","men",..,..,..,..,..
"921 Berry pickers and planters","18-24 years","women",..,..,..,..,..
"921 Berry pickers and planters","25-29 years","men",..,..,..,..,..
"921 Berry pickers and planters","25-29 years","women",..,..,..,..,..
"921 Berry pickers and planters","30-34 years","men",..,..,..,..,..
"921 Berry pickers and planters","30-34 years","women",..,..,..,..,..
"921 Berry pickers and planters","35-39 years","men",..,..,..,..,..
"921 Berry pickers and planters","35-39 years","women",..,..,..,..,..
"921 Berry pickers and planters","40-44 years","men",..,..,..,..,..
"921 Berry pickers and planters","40-44 years","women",..,..,..,..,..
"921 Berry pickers and planters","45-49 years","men",..,..,..,..,..
"921 Berry pickers and planters","45-49 years","women",..,..,..,..,..
"921 Berry pickers and planters","50-54 years","men",..,..,..,..,..
"921 Berry pickers and planters","50-54 years","women",..,..,..,..,..
"921 Berry pickers and planters","55-59 years","men",..,..,..,..,..
"921 Berry pickers and planters","55-59 years","women",..,..,..,..,..
"921 Berry pickers and planters","60-64 years","men",..,..,..,..,..
"921 Berry pickers and planters","60-64 years","women",..,..,..,..,..
"921 Berry pickers and planters","65-66 years","men",..,..,..,..,..
"921 Berry pickers and planters","65-66 years","women",..,..,..,..,..
"931 Construction labourers","18-24 years","men",..,..,..,..,..
"931 Construction labourers","18-24 years","women",..,..,..,..,..
"931 Construction labourers","25-29 years","men",..,..,..,..,..
"931 Construction labourers","25-29 years","women",..,..,..,..,..
"931 Construction labourers","30-34 years","men",..,..,..,..,..
"931 Construction labourers","30-34 years","women",..,..,..,..,..
"931 Construction labourers","35-39 years","men",..,..,..,..,..
"931 Construction labourers","35-39 years","women",..,..,..,..,..
"931 Construction labourers","40-44 years","men",..,..,..,..,..
"931 Construction labourers","40-44 years","women",..,..,..,..,..
"931 Construction labourers","45-49 years","men",..,..,..,..,..
"931 Construction labourers","45-49 years","women",..,..,..,..,..
"931 Construction labourers","50-54 years","men",..,..,..,..,..
"931 Construction labourers","50-54 years","women",..,..,..,..,..
"931 Construction labourers","55-59 years","men",..,..,..,..,..
"931 Construction labourers","55-59 years","women",..,..,..,..,..
"931 Construction labourers","60-64 years","men",..,..,..,..,..
"931 Construction labourers","60-64 years","women",..,..,..,..,..
"931 Construction labourers","65-66 years","men",..,..,..,..,..
"931 Construction labourers","65-66 years","women",..,..,..,..,..
"932 Manufacturing labourers","18-24 years","men",..,..,..,..,..
"932 Manufacturing labourers","18-24 years","women",..,..,..,..,..
"932 Manufacturing labourers","25-29 years","men",..,..,..,..,..
"932 Manufacturing labourers","25-29 years","women",..,..,..,..,..
"932 Manufacturing labourers","30-34 years","men",..,..,..,..,..
"932 Manufacturing labourers","30-34 years","women",..,..,..,..,..
"932 Manufacturing labourers","35-39 years","men",..,..,..,..,..
"932 Manufacturing labourers","35-39 years","women",..,..,..,..,..
"932 Manufacturing labourers","40-44 years","men",..,..,..,..,..
"932 Manufacturing labourers","40-44 years","women",..,..,..,..,..
"932 Manufacturing labourers","45-49 years","men",..,..,..,..,..
"932 Manufacturing labourers","45-49 years","women",..,..,..,..,..
"932 Manufacturing labourers","50-54 years","men",..,..,..,..,..
"932 Manufacturing labourers","50-54 years","women",..,..,..,..,..
"932 Manufacturing labourers","55-59 years","men",..,..,..,..,..
"932 Manufacturing labourers","55-59 years","women",..,..,..,..,..
"932 Manufacturing labourers","60-64 years","men",..,..,..,..,..
"932 Manufacturing labourers","60-64 years","women",..,..,..,..,..
"932 Manufacturing labourers","65-66 years","men",..,..,..,..,..
"932 Manufacturing labourers","65-66 years","women",..,..,..,..,..
"933 Dockers and ground personnel","18-24 years","men",..,..,..,..,..
"933 Dockers and ground personnel","18-24 years","women",..,..,..,..,..
"933 Dockers and ground personnel","25-29 years","men",..,..,..,..,..
"933 Dockers and ground personnel","25-29 years","women",..,..,..,..,..
"933 Dockers and ground personnel","30-34 years","men",..,..,..,..,..
"933 Dockers and ground personnel","30-34 years","women",..,..,..,..,..
"933 Dockers and ground personnel","35-39 years","men",..,..,..,..,..
"933 Dockers and ground personnel","35-39 years","women",..,..,..,..,..
"933 Dockers and ground personnel","40-44 years","men",..,..,..,..,..
"933 Dockers and ground personnel","40-44 years","women",..,..,..,..,..
"933 Dockers and ground personnel","45-49 years","men",..,..,..,..,..
"933 Dockers and ground personnel","45-49 years","women",..,..,..,..,..
"933 Dockers and ground personnel","50-54 years","men",..,..,..,..,..
"933 Dockers and ground personnel","50-54 years","women",..,..,..,..,..
"933 Dockers and ground personnel","55-59 years","men",..,..,..,..,..
"933 Dockers and ground personnel","55-59 years","women",..,..,..,..,..
"933 Dockers and ground personnel","60-64 years","men",..,..,..,..,..
"933 Dockers and ground personnel","60-64 years","women",..,..,..,..,..
"933 Dockers and ground personnel","65-66 years","men",..,..,..,..,..
"933 Dockers and ground personnel","65-66 years","women",..,..,..,..,..
"941 Fast-food workers, food preparation assistants","18-24 years","men",..,..,..,..,..
"941 Fast-food workers, food preparation assistants","18-24 years","women",..,..,..,..,..
"941 Fast-food workers, food preparation assistants","25-29 years","men",..,..,..,..,..
"941 Fast-food workers, food preparation assistants","25-29 years","women",..,..,..,..,..
"941 Fast-food workers, food preparation assistants","30-34 years","men",..,..,..,..,..
